speed
6.69
6.74
6.71
6.99
7.23
7.1
6.78
7.07
7.45
7.49
7.23
7.1
7.14
7.39
7.73
7.47
7.21
6.85
6.57
6.61
6.74
6.81
6.76
6.77
6.63
6.16
6.18
6.4
6.45
6.73
6.5
6.56
6.41
7.05
7.39
6.78
6.06
5.85
5.55
5.67
5.53
5.7
6.79
6.65
6.96
6.8
7.11
7.19
7.53
7.21
7.45
7.31
7.66
7.79
7.54
7.37
7.24
7.19
7.83
7.33
6.73
7
7.47
7.76
7.21
7.85
7.84
8.25
7.99
8.42
8.48
8.66
8.67
8.55
8.24
8.18
8.25
8.18
7.73
8.35
8.61
8.48
8.65
9.08
8.72
9.1
8.95
9.23
8.99
9.17
9.38
8.9
9.01
8.53
8.67
9.03
8.88
9.13
8.99
9.18
9.54
9.59
9.46
10.15
9.74
9.19
8.44
8.73
8.45
8.22
7.87
8.1
7.85
7.51
7.57
7.68
8.11
8.09
8.29
7.98
7.7
7.71
7.78
8.04
8.13
7.77
7.77
7.97
7.96
8.06
8.41
8.16
8.13
8.38
8.49
8.35
8.22
8.15
8.44
8.37
8.25
8.2
8.15
8.53
