speed
8.93
8.77
8.59
8.61
8.59
8.41
8.21
8.09
7.92
7.83
8.16
8.08
8.13
8.13
8.01
8.04
8.29
8.37
8.11
7.84
8.2
8.54
8.79
8.45
8.25
8.73
8.65
8.85
8.99
8.75
9.05
9.19
9.61
9.87
10
10.27
10.52
10.53
10.75
10.99
11.03
10.99
10.69
10.95
11.15
10.99
11.19
10.79
10.85
10.77
10.45
10.77
10.37
9.97
9.96
10.03
9.65
9.45
9.24
9.03
8.87
8.66
8.47
8.69
8.31
7.74
7.31
6.73
7.27
7.21
6.38
6.03
6.75
6.33
6.8
6.55
6.87
6.92
6.71
6.27
7.25
7.02
7
6.87
7.61
6.73
7.92
7.49
7.63
7.29
8.03
8.45
8.05
8.56
8.5
8.35
8.7
8.79
8.73
8.91
9.21
9.03
9.17
9.34
9.41
9.65
9.47
8.96
9.02
9.35
9.35
9.43
9.45
9.59
9.19
9.15
9.03
9.01
8.97
8.77
8.61
8.47
8.41
8.61
8.69
8.93
9.29
9.57
9.37
9.23
9.28
9.47
9.63
9.66
9.67
9.71
9.65
9.94
10.06
10.04
9.83
9.59
9.39
8.99
