speed
7.33875
8.65
8.447638889
9.293472222
8.977569444
9.071180556
8.130694444
8.216805556
8.286805556
8.239930556
7.919166667
7.657152778
7.112708333
7.738819444
8.793194444
9.467847222
8.058055556
8.016527778
8.320902778
9.102430556
9.179930556
7.762777778
7.122569444
7.483888889
9.104305556
9.429236111
8.961388889
7.885763889
7.140694444
7.564305556
8.137013889
7.445069444
7.749513889
7.467708333
7.759375
8.1575
7.191180556
7.884722222
7.239791667
6.754166667
7.091180556
7.486111111
8.188402778
7.690972222
7.780138889
7.983333333
8.816666667
8.729444444
8.209861111
7.815555556
7.510208333
7.910972222
7.802083333
8.199097222
8.229236111
8.405416667
8.779027778
8.177361111
7.961597222
7.625902778
7.709791667
8.720625
8.831944444
7.802222222
7.769791667
8.857083333
9.105138889
8.313958333
8.002222222
7.816736111
6.849444444
6.750555556
7.827916667
8.305138889
7.073472222
7.365972222
8.026597222
7.138402778
7.665555556
8.529652778
6.653402778
8.35
7.278125
7.535069444
8.278125
9.171736111
7.360277778
8.351458333
8.066875
8.306736111
8.967152778
8.628263889
