speed
5.97
6.51
6.94
6.99
6.89
6.77
6.53
6.25
6.29
6.6
6.78
6.7
6.85
7.21
7.32
7.24
7.02
7
7.29
7.39
7.51
7.76
7.16
6.99
7.17
7.08
6.94
6.49
6.56
6.86
7.29
7.09
6.73
6.55
6.61
6.51
6.53
6.53
6.11
5.65
5.87
6.11
6.44
6.84
6.87
7.37
7.46
7.9
8.14
7.98
7.77
7.46
7.51
7.21
7.13
7.33
7.28
7.56
7.85
7.83
7.74
7.71
7.32
7.77
7.94
8.25
7.65
7.97
7.96
7.89
8.03
7.96
8.07
8.51
8.51
8.5
8.61
8.4
8.46
8.35
8.85
8.61
8.76
8.62
8.85
8.91
9.07
8.96
9.08
9.18
9.74
9.53
9.34
9.41
9.88
9.39
9.61
9.69
9.37
8.69
8.83
8.67
8.63
8.99
8.9
8.93
8.55
8.37
8.43
8.17
8.48
8.5
8.27
8.09
8.17
8.04
8.03
7.61
7.67
8.03
8.2
8.04
7.79
7.98
7.98
8.03
7.95
8.13
7.84
7.57
7.27
7.29
7.09
7.07
7.4
7.65
8.33
8.31
8.44
8.01
7.89
7.83
7.88
7.81
